Twitter Profile,Name,Description,Website,Price ETH,Twitter User Created,Twitter User Description,Twitter User Favourites Count,Twitter User Followers Count,Twitter User Friends Count,Twitter User Listed Count,Twitter User Statuses Count,Twitter User Media Count,Twitter User Location,Twitter User Profile Banner Url,Twitter User Profile Image Url
AshesOfLightNFT,Ashes Of Light,A unique hand drawn story based NFT collection,ashes-of-light.art,0.08,2021-10-04 12:41:56+00:00,"Join the dark world of Ashes Of Light | Solve the mysteries | Fight X Earn 
Discord : discord.ashes-of-light.art",403.0,2448.0,150.0,0.0,238.0,47.0,MetaVerse,https://pbs.twimg.com/profile_banners/1445006227235344388/1635507636,https://pbs.twimg.com/profile_images/1452308590061047810/Q0ZpWAkA_normal.jpg
bulltangclan,BullTangClan,Bull and cow avatar NFTs,www.bulltangclan.com,0.04,2021-06-29 21:39:32+00:00,Exclusive Clan of 8888 Bulls and Cows hanging around the Ethereum blockchain #NFT #NFTcommunity 🐄🐂. discord.gg/6wHjSY7rQ5,1439.0,2632.0,387.0,7.0,369.0,41.0,Blockchain,https://pbs.twimg.com/profile_banners/1409989874887897088/1633740952,https://pbs.twimg.com/profile_images/1456972511082598405/yZVPd1tI_normal.jpg
LegionOfWitches,Legion of Witches,Hand-drawn witch themed avatar NFTs,legionofwitches.io,0.03,2021-09-25 12:39:16+00:00,"10,000 unique Witches of pop culture, anime, witchcraft & magic games. #NFTs 
Launch: 21st Nov 2021, 11pm UTC
Discord: discord.gg/legionofwitches",78.0,10960.0,1768.0,4.0,52.0,15.0,Legion Metaverse,https://pbs.twimg.com/profile_banners/1441744037409476609/1634207581,https://pbs.twimg.com/profile_images/1441748872418652167/0h4CprBD_normal.jpg
Ravebunnies_NFT,Rave Bunnies,Bunny themed NFTs with plans for P2E and music festival events,www.ravebunnies.com,0.073,2013-01-29 20:06:33+00:00,"10,000 Unique Upgradable NFT Avatars for our next Game and Music Festival.
Pre-sale (whitelisted): 22 Nov
Public Sale: 26 Nov
Discord: discord.gg/4AedFUPcn4",2921.0,3584.0,40.0,3.0,184.0,118.0,chicago,https://pbs.twimg.com/profile_banners/1131997494/1635845966,https://pbs.twimg.com/profile_images/1455471677513605125/ATQ1bbdg_normal.jpg
MonstersShelter,Monster Shelter,Animated homeless themed monster NFTs,monstershelter.io,0.05,2021-09-13 16:54:00+00:00,"Animated collection of 9,999 homeless monsters👾 Price: 0,05 Ξ 
Pre-sale November 24th 🍂 White list OPEN🔥 Join our Discord → discord.gg/monster-shelter",1124.0,3073.0,187.0,5.0,251.0,108.0,Ethereum blockchain,https://pbs.twimg.com/profile_banners/1437459338470334468/1631814471,https://pbs.twimg.com/profile_images/1441437962806304786/g8-Z9tXE_normal.jpg
3x3punks,3x3Punks,Lego themed Punk NFTs,3x3punks.com,0.033,2021-09-02 01:50:47+00:00,"3D, Lego, Punks. 11,111 unique.
Build with blocks on the block.
Discord: discord.gg/wXfHyWy2F7",411.0,1136.0,231.0,3.0,349.0,270.0,block.,https://pbs.twimg.com/profile_banners/1433245454003736579/1633283167,https://pbs.twimg.com/profile_images/1452378908389691394/N-korTSq_normal.jpg
wildapegangnft,The Wild Ape Gang,"A Collections of 10,000 generative Apes NFTs",wildapegang.com,0.08,2021-10-21 09:14:45+00:00,"10,000 Unique Apes Swinging Through Trees In The Metaverse
Join #THEWILDAPEGANG
Original 180+ Hand-Drawn Traits #NFT
Website : wildapegang.com",3.0,10553.0,94.0,3.0,44.0,32.0,,https://pbs.twimg.com/profile_banners/1451114658761297923/1635001088,https://pbs.twimg.com/profile_images/1451114750243340290/UjIq7wb2_normal.jpg
TigerCubClub,Tiger Cub Club,Tiger themed NFTs on Ethereum,thetigercubclub.com,0.04,2021-09-22 13:46:54+00:00,"6600 unique Tiger Cub NFTs will be released in the Jungle Metaverse with special utility and community functions.
 | Discord: discord.gg/bh8d4SQYQc",44.0,2431.0,3106.0,1.0,37.0,18.0,Jungle,https://pbs.twimg.com/profile_banners/1440673906478575626/1635113960,https://pbs.twimg.com/profile_images/1447697823231840256/EOG4lmJM_normal.jpg
Calaveras211,Calaveras 211,Animated skull NFTs,calaveras211.io,0.07,2021-09-23 16:15:14+00:00,"💀 10,000 super detailed animated Calaveras

🎮 Will be used for an upcoming blockchain game!

👉 Join discord.gg/calaveras211

for promo: @raritythings",161.0,4591.0,143.0,2.0,63.0,29.0,,https://pbs.twimg.com/profile_banners/1441073624526426120/1635326994,https://pbs.twimg.com/profile_images/1450429894995890180/4YS_3bsC_normal.jpg
ProjectGaiaNFT,Project GAIA Cyborgs,Cyborg themed avatar NFTs,www.project-gaia.io,0.0234,2021-09-30 22:51:03+00:00,"Project GAIA Cyborgs are 8765 randomly generated #NFTs. Join our Discord to get yourself spot in the whitelist!

Discord: discord.gg/projectgaia",156.0,6054.0,260.0,5.0,230.0,76.0,Earth,https://pbs.twimg.com/profile_banners/1443709919014883330/1633941715,https://pbs.twimg.com/profile_images/1447669967353167875/4eDJ6qIW_normal.jpg
kingdomdwarves,Kingdom of Dwarves,Fantasy themed dwarf NFTs,www.kingdomofdwarves.io,0.0,2021-10-10 15:53:05+00:00,"A distinct collection of 6,000 cinematic-quality dwarves minting on 11/30. Created with love by Emmy award-winning 3D artists. kingdomofdwarves.io/discord",300.0,7998.0,406.0,0.0,2058.0,284.0,,https://pbs.twimg.com/profile_banners/1447228652035268612/1634608798,https://pbs.twimg.com/profile_images/1458165212687699969/SfLCtNer_normal.jpg
CCrewNFT,Coalition Crew,NFT collection with membership benefits component,ccrewnft.com,0.09,2021-10-09 03:00:56+00:00,"7100 hand drawn, unique 🐆 NFTs | Holders receive access to @PeterVoogd23’s @Forbes promoted Game Changers Academy, Live events + more | Pre Sale Dec 4 🤍",1254.0,3003.0,385.0,2.0,305.0,9.0,,https://pbs.twimg.com/profile_banners/1446671932242292738/1636338880,https://pbs.twimg.com/profile_images/1452027130720624644/RVuoYGpz_normal.jpg
wolveskaters,Wolveskaters,7000 wild NFT Wolveskaters,wolveskaters.io,0.045,2021-09-25 10:12:27+00:00,7000 wild NFT Wolveskaters are hand-drawn to the deafening sounds of punk rock. Discord: discord.gg/2MejBzpAkT Drop date november,275.0,3071.0,929.0,3.0,96.0,29.0,"New York, USA",https://pbs.twimg.com/profile_banners/1441707092432154627/1632823829,https://pbs.twimg.com/profile_images/1441755208640516100/AqhgAPdx_normal.jpg
vibeheads,Vibeheads,Animated handcrafted 3D themed avatar NFTs,www.vibeheads.club,0.08,2021-05-03 19:03:53+00:00,"A Community that will Vibe together for Years ❤️ 

Pre-sale : 11th NOV, 11 am UTC

Discord: discord.gg/vibeheads
Opensea: bit.ly/3oeE4SX",3732.0,2852.0,17.0,0.0,497.0,115.0,,https://pbs.twimg.com/profile_banners/1389294609470164997/1634070879,https://pbs.twimg.com/profile_images/1447862307774558223/CInx42w0_normal.jpg
